ExperimentName,Subject,Hunger.RESP,LastMeal.RESP,Block,Blocklist,Blocklist.Cycle,Blocklist.Sample,BlockNumber,Attribute3,CravingRating.RESP,CravingRating.RT,Effectiveness.RESP,Effectiveness.RT,Effort.RESP,Effort.RT,FoodPics,FoodStim,Image[Trial],ImageType,Procedure[Trial],Running[Trial],StratList,StratQ,StratQTrial,TrialList,TrialList.Cycle,TrialList.Sample,TrialNumber
SRS_1,109a,4,3,10,2,1,2,20,reappraisal,4,2617,6,4931,5,6413,29,0189.jpg,0189.jpg,2,TrialProc,TrialList,23,reappraisal,reappraisal,4,2,24,4
SRS_1,109a,4,3,10,2,1,2,20,reappraisal,6,1645,7,1331,6,3325,14,0117.jpg,0117.jpg,1,TrialProc,TrialList,3,reappraisal,reappraisal,5,2,25,5
SRS_1,109a,4,3,10,2,1,2,20,resist,7,1176,4,4596,6,3132,46,0120.jpg,0120.jpg,3,TrialProc,TrialList,33,resist,resist,6,2,26,6
SRS_1,109a,4,3,10,2,1,2,20,resist,2,1614,5,3807,2,3150,23,0157.jpg,0157.jpg,2,TrialProc,TrialList,55,resist,resist,7,2,27,7
SRS_1,109a,4,3,10,2,1,2,20,resist,5,3568,6,5407,3,2927,9,0043.jpg,0043.jpg,1,TrialProc,TrialList,39,resist,resist,8,2,28,8
SRS_1,109a,4,3,10,2,1,2,20,resist,3,2617,5,4841,6,2999,21,0193.jpg,0193.jpg,2,TrialProc,TrialList,41,resist,resist,9,2,29,9
SRS_1,109a,4,3,10,2,1,2,20,reappraisal,1,1327,6,3061,2,634,37,0082.jpg,0082.jpg,2,TrialProc,TrialList,29,reappraisal,reappraisal,10,2,30,10
SRS_1,109a,4,3,10,2,1,2,20,reappraisal,7,592,6,5981,4,2837,24,0400.jpg,0400.jpg,2,TrialProc,TrialList,30,reappraisal,reappraisal,11,2,31,11
SRS_1,109a,4,3,10,2,1,2,20,resist,5,1907,5,1932,6,2023,50,0331.jpg,0331.jpg,3,TrialProc,TrialList,49,resist,resist,12,2,32,12
SRS_1,109a,4,3,10,2,1,2,20,resist,4,2141,4,4368,6,4681,54,0173.jpg,0173.jpg,3,TrialProc,TrialList,52,resist,resist,13,2,33,13
SRS_1,109a,4,3,10,2,1,2,20,reappraisal,2,1757,5,7800,4,3272,12,0063.jpg,0063.jpg,1,TrialProc,TrialList,13,reappraisal,reappraisal,14,2,34,14
SRS_1,109a,4,3,10,2,1,2,20,reappraisal,5,1693,7,2480,5,1028,59,0465.jpg,0465.jpg,3,TrialProc,TrialList,8,reappraisal,reappraisal,15,2,35,15
SRS_1,109a,4,3,10,2,1,2,20,resist,6,1195,4,3177,4,4601,4,0013.jpg,0013.jpg,1,TrialProc,TrialList,40,resist,resist,16,2,36,16
SRS_1,109a,4,3,10,2,1,2,20,reappraisal,7,681,7,1436,6,3035,41,0097.jpg,0097.jpg,3,TrialProc,TrialList,18,reappraisal,reappraisal,17,2,37,17
SRS_1,109a,4,3,10,2,1,2,20,reappraisal,5,1745,6,2654,4,7220,55,0182.jpg,0182.jpg,3,TrialProc,TrialList,12,reappraisal,reappraisal,18,2,38,18
SRS_1,109a,4,3,10,2,1,2,20,reappraisal,5,1675,7,2897,6,7213,19,0148.jpg,0148.jpg,1,TrialProc,TrialList,7,reappraisal,reappraisal,19,2,39,19
SRS_1,109a,4,3,10,2,1,2,20,resist,6,1469,6,2285,2,2354,17,0128.jpg,0128.jpg,1,TrialProc,TrialList,36,resist,resist,20,2,40,20
SRS_1,109a,4,3,11,3,1,3,40,resist,7,673,3,2251,5,3576,38,0083.jpg,0083.jpg,2,TrialProc,TrialList,38,resist,resist,1,3,41,1
SRS_1,109a,4,3,11,3,1,3,40,resist,7,1073,5,1979,4,4267,60,0114.jpg,0114.jpg,3,TrialProc,TrialList,53,resist,resist,2,3,42,2
SRS_1,109a,4,3,11,3,1,3,40,resist,7,601,4,3106,2,3790,2,0007.jpg,0007.jpg,1,TrialProc,TrialList,31,resist,resist,3,3,43,3
SRS_1,109a,4,3,11,3,1,3,40,reappraisal,5,3630,7,2098,3,3638,45,0111.jpg,0111.jpg,3,TrialProc,TrialList,10,reappraisal,reappraisal,4,3,44,4
SRS_1,109a,4,3,11,3,1,3,40,reappraisal,3,2172,7,3312,4,3523,16,0124.jpg,0124.jpg,1,TrialProc,TrialList,2,reappraisal,reappraisal,5,3,45,5
SRS_1,109a,4,3,11,3,1,3,40,resist,6,1566,6,1449,6,7079,26,0180.jpg,0180.jpg,2,TrialProc,TrialList,44,resist,resist,6,3,46,6
SRS_1,109a,4,3,11,3,1,3,40,reappraisal,1,940,5,7173,2,2735,15,0121.jpg,0121.jpg,1,TrialProc,TrialList,9,reappraisal,reappraisal,7,3,47,7
SRS_1,109a,4,3,11,3,1,3,40,reappraisal,6,1545,4,4286,7,5211,1,0006.jpg,0006.jpg,1,TrialProc,TrialList,19,reappraisal,reappraisal,8,3,48,8
SRS_1,109a,4,3,11,3,1,3,40,resist,5,1482,6,3734,3,3992,35,0074.jpg,0074.jpg,2,TrialProc,TrialList,60,resist,resist,9,3,49,9
SRS_1,109a,4,3,11,3,1,3,40,reappraisal,6,848,7,2181,5,2965,40,0090.jpg,0090.jpg,2,TrialProc,TrialList,26,reappraisal,reappraisal,10,3,50,10
SRS_1,109a,4,3,11,3,1,3,40,resist,6,2310,2,2165,7,2126,43,0106.jpg,0106.jpg,3,TrialProc,TrialList,47,resist,resist,11,3,51,11
SRS_1,109a,4,3,11,3,1,3,40,resist,5,1120,5,1573,1,5413,27,0183.jpg,0183.jpg,2,TrialProc,TrialList,56,resist,resist,12,3,52,12
SRS_1,109a,4,3,11,3,1,3,40,reappraisal,4,1749,7,1811,2,1594,20,0150.jpg,0150.jpg,1,TrialProc,TrialList,27,reappraisal,reappraisal,13,3,53,13
SRS_1,109a,4,3,11,3,1,3,40,reappraisal,7,1441,6,2716,4,6623,33,0060.jpg,0060.jpg,2,TrialProc,TrialList,21,reappraisal,reappraisal,14,3,54,14
SRS_1,109a,4,3,11,3,1,3,40,reappraisal,3,2022,5,6797,4,7845,6,0027.jpg,0027.jpg,1,TrialProc,TrialList,5,reappraisal,reappraisal,15,3,55,15
SRS_1,109a,4,3,11,3,1,3,40,reappraisal,7,1315,6,3397,4,3461,42,0103.jpg,0103.jpg,3,TrialProc,TrialList,11,reappraisal,reappraisal,16,3,56,16
SRS_1,109a,4,3,11,3,1,3,40,resist,3,1722,5,3004,5,6068,51,0163.jpg,0163.jpg,3,TrialProc,TrialList,57,resist,resist,17,3,57,17
SRS_1,109a,4,3,11,3,1,3,40,reappraisal,3,1409,6,1879,5,1539,25,0244.jpg,0244.jpg,2,TrialProc,TrialList,17,reappraisal,reappraisal,18,3,58,18
SRS_1,109a,4,3,11,3,1,3,40,resist,2,2165,6,1846,5,1972,13,0094.jpg,0094.jpg,1,TrialProc,TrialList,35,resist,resist,19,3,59,19
SRS_1,109a,4,3,11,3,1,3,40,reappraisal,7,636,3,2635,6,3818,34,0062.jpg,0062.jpg,2,TrialProc,TrialList,25,reappraisal,reappraisal,20,3,60,20
SRS_1,1092,5,4,9,1,1,1,0,reappraisal,3,2413,4,3998,4,3686,41,0097.jpg,0097.jpg,3,TrialProc,TrialList,10,reappraisal,reappraisal,1,1,1,1
SRS_1,1092,5,4,9,1,1,1,0,reappraisal,6,2682,3,1854,4,9100,23,0157.jpg,0157.jpg,2,TrialProc,TrialList,26,reappraisal,reappraisal,2,1,2,2
SRS_1,1092,5,4,9,1,1,1,0,reappraisal,6,1928,5,6395,7,1115,29,0189.jpg,0189.jpg,2,TrialProc,TrialList,24,reappraisal,reappraisal,3,1,3,3
SRS_1,1092,5,4,9,1,1,1,0,resist,1,1134,7,4143,1,1625,39,0089.jpg,0089.jpg,2,TrialProc,TrialList,60,resist,resist,4,1,4,4
SRS_1,1092,5,4,9,1,1,1,0,resist,1,831,7,2885,1,2537,57,0357.jpg,0357.jpg,3,TrialProc,TrialList,53,resist,resist,5,1,5,5
SRS_1,1092,5,4,9,1,1,1,0,reappraisal,1,779,2,1300,2,4351,55,0182.jpg,0182.jpg,3,TrialProc,TrialList,13,reappraisal,reappraisal,6,1,6,6
SRS_1,1092,5,4,9,1,1,1,0,resist,2,1866,4,7090,2,1327,2,0007.jpg,0007.jpg,1,TrialProc,TrialList,40,resist,resist,7,1,7,7
SRS_1,1092,5,4,9,1,1,1,0,reappraisal,1,705,7,420,1,6610,44,0514.jpg,0514.jpg,3,TrialProc,TrialList,2,reappraisal,reappraisal,8,1,8,8
SRS_1,1092,5,4,9,1,1,1,0,resist,3,2626,4,1280,1,6213,25,0244.jpg,0244.jpg,2,TrialProc,TrialList,31,resist,resist,9,1,9,9
SRS_1,1092,5,4,9,1,1,1,0,reappraisal,4,428,4,4728,3,7770,18,0138.jpg,0138.jpg,1,TrialProc,TrialList,28,reappraisal,reappraisal,10,1,10,10
SRS_1,1092,5,4,9,1,1,1,0,reappraisal,6,571,4,14364,4,6886,58,0441.jpg,0441.jpg,3,TrialProc,TrialList,12,reappraisal,reappraisal,11,1,11,11
SRS_1,1092,5,4,9,1,1,1,0,reappraisal,1,330,6,10508,3,2816,48,0166.jpg,0166.jpg,3,TrialProc,TrialList,11,reappraisal,reappraisal,12,1,12,12
SRS_1,1092,5,4,9,1,1,1,0,reappraisal,1,399,5,6258,4,3495,21,0193.jpg,0193.jpg,2,TrialProc,TrialList,30,reappraisal,reappraisal,13,1,13,13
SRS_1,1092,5,4,9,1,1,1,0,resist,7,1107,3,5252,6,1946,9,0043.jpg,0043.jpg,1,TrialProc,TrialList,50,resist,resist,14,1,14,14
SRS_1,1092,5,4,9,1,1,1,0,resist,7,2284,6,1590,7,1958,33,0060.jpg,0060.jpg,2,TrialProc,TrialList,48,resist,resist,15,1,15,15
SRS_1,1092,5,4,9,1,1,1,0,resist,1,87,5,8721,2,5077,46,0120.jpg,0120.jpg,3,TrialProc,TrialList,44,resist,resist,16,1,16,16
SRS_1,1092,5,4,9,1,1,1,0,resist,2,266,6,4497,3,3413,28,0186.jpg,0186.jpg,2,TrialProc,TrialList,45,resist,resist,17,1,17,17
SRS_1,1092,5,4,9,1,1,1,0,reappraisal,5,4109,5,9590,4,8111,8,0042.jpg,0042.jpg,1,TrialProc,TrialList,29,reappraisal,reappraisal,18,1,18,18
SRS_1,1092,5,4,9,1,1,1,0,reappraisal,1,707,6,4031,2,2726,27,0183.jpg,0183.jpg,2,TrialProc,TrialList,3,reappraisal,reappraisal,19,1,19,19
SRS_1,1092,5,4,9,1,1,1,0,reappraisal,4,560,4,7089,4,3454,40,0090.jpg,0090.jpg,2,TrialProc,TrialList,20,reappraisal,reappraisal,20,1,20,20
SRS_1,1092,5,4,10,2,1,2,20,reappraisal,3,1274,4,12055,3,3125,1,0006.jpg,0006.jpg,1,TrialProc,TrialList,25,reappraisal,reappraisal,1,2,21,1
SRS_1,1092,5,4,10,2,1,2,20,resist,3,1696,4,5450,4,2800,19,0148.jpg,0148.jpg,1,TrialProc,TrialList,55,resist,resist,2,2,22,2
SRS_1,1092,5,4,10,2,1,2,20,resist,5,1728,4,6119,5,4755,38,0083.jpg,0083.jpg,2,TrialProc,TrialList,36,resist,resist,3,2,23,3
SRS_1,1092,5,4,10,2,1,2,20,reappraisal,4,3908,4,3785,4,1866,26,0180.jpg,0180.jpg,2,TrialProc,TrialList,17,reappraisal,reappraisal,4,2,24,4
SRS_1,1092,5,4,10,2,1,2,20,reappraisal,2,303,6,1627,3,2689,15,0121.jpg,0121.jpg,1,TrialProc,TrialList,23,reappraisal,reappraisal,5,2,25,5
SRS_1,1092,5,4,10,2,1,2,20,resist,7,1173,3,1017,5,1720,54,0173.jpg,0173.jpg,3,TrialProc,TrialList,33,resist,resist,6,2,26,6
SRS_1,1092,5,4,10,2,1,2,20,reappraisal,7,1203,3,330,6,1260,30,0049.jpg,0049.jpg,2,TrialProc,TrialList,21,reappraisal,reappraisal,7,2,27,7
SRS_1,1092,5,4,10,2,1,2,20,reappraisal,5,497,4,571,5,692,13,0094.jpg,0094.jpg,1,TrialProc,TrialList,6,reappraisal,reappraisal,8,2,28,8
SRS_1,1092,5,4,10,2,1,2,20,resist,2,528,5,6294,3,3547,22,0155.jpg,0155.jpg,2,TrialProc,TrialList,52,resist,resist,9,2,29,9
SRS_1,1092,5,4,10,2,1,2,20,resist,4,4316,5,5490,4,1862,7,0036.jpg,0036.jpg,1,TrialProc,TrialList,56,resist,resist,10,2,30,10
SRS_1,1092,5,4,10,2,1,2,20,reappraisal,7,1260,3,972,7,7420,6,0027.jpg,0027.jpg,1,TrialProc,TrialList,1,reappraisal,reappraisal,11,2,31,11
SRS_1,1092,5,4,10,2,1,2,20,reappraisal,4,339,5,7420,4,6772,59,0465.jpg,0465.jpg,3,TrialProc,TrialList,19,reappraisal,reappraisal,12,2,32,12
SRS_1,1092,5,4,10,2,1,2,20,resist,3,509,6,833,3,3503,50,0331.jpg,0331.jpg,3,TrialProc,TrialList,47,resist,resist,13,2,33,13
SRS_1,1092,5,4,10,2,1,2,20,resist,5,291,4,432,4,1710,11,0021.jpg,0021.jpg,1,TrialProc,TrialList,54,resist,resist,14,2,34,14
SRS_1,1092,5,4,10,2,1,2,20,reappraisal,6,746,4,454,6,476,32,0056.jpg,0056.jpg,2,TrialProc,TrialList,16,reappraisal,reappraisal,15,2,35,15
SRS_1,1092,5,4,10,2,1,2,20,resist,3,592,5,395,3,3291,4,0013.jpg,0013.jpg,1,TrialProc,TrialList,41,resist,resist,16,2,36,16
SRS_1,1092,5,4,10,2,1,2,20,reappraisal,6,4815,4,1565,3,6278,36,0080.jpg,0080.jpg,2,TrialProc,TrialList,4,reappraisal,reappraisal,17,2,37,17
SRS_1,1092,5,4,10,2,1,2,20,resist,2,339,5,5222,4,3038,12,0063.jpg,0063.jpg,1,TrialProc,TrialList,37,resist,resist,18,2,38,18
SRS_1,1092,5,4,10,2,1,2,20,resist,5,756,4,10158,4,1456,49,0292.jpg,0292.jpg,3,TrialProc,TrialList,38,resist,resist,19,2,39,19
SRS_1,1092,5,4,10,2,1,2,20,resist,4,381,5,4416,3,1815,52,0164.jpg,0164.jpg,3,TrialProc,TrialList,35,resist,resist,20,2,40,20
SRS_1,1092,5,4,11,3,1,3,40,resist,4,980,4,432,5,783,10,0048.jpg,0048.jpg,1,TrialProc,TrialList,32,resist,resist,1,3,41,1
SRS_1,1092,5,4,11,3,1,3,40,resist,4,511,4,648,5,3157,16,0124.jpg,0124.jpg,1,TrialProc,TrialList,34,resist,resist,2,3,42,2
SRS_1,1092,5,4,11,3,1,3,40,reappraisal,4,1959,4,710,3,3769,51,0163.jpg,0163.jpg,3,TrialProc,TrialList,22,reappraisal,reappraisal,3,3,43,3
SRS_1,1092,5,4,11,3,1,3,40,reappraisal,4,7715,5,423,4,2750,17,0128.jpg,0128.jpg,1,TrialProc,TrialList,18,reappraisal,reappraisal,4,3,44,4
SRS_1,1092,5,4,11,3,1,3,40,resist,1,1288,6,1069,1,2610,37,0082.jpg,0082.jpg,2,TrialProc,TrialList,51,resist,resist,5,3,45,5
SRS_1,1092,5,4,11,3,1,3,40,resist,7,1593,2,4557,7,1719,14,0117.jpg,0117.jpg,1,TrialProc,TrialList,58,resist,resist,6,3,46,6
SRS_1,1092,5,4,11,3,1,3,40,resist,3,306,5,2463,3,4044,35,0074.jpg,0074.jpg,2,TrialProc,TrialList,43,resist,resist,7,3,47,7
SRS_1,1092,5,4,11,3,1,3,40,reappraisal,3,3546,4,4250,4,1535,53,0165.jpg,0165.jpg,3,TrialProc,TrialList,7,reappraisal,reappraisal,8,3,48,8
SRS_1,1092,5,4,11,3,1,3,40,resist,5,698,5,1268,5,1625,42,0103.jpg,0103.jpg,3,TrialProc,TrialList,49,resist,resist,9,3,49,9
SRS_1,1092,5,4,11,3,1,3,40,resist,1,1167,7,7611,2,3690,47,0132.jpg,0132.jpg,3,TrialProc,TrialList,57,resist,resist,10,3,50,10
SRS_1,1092,5,4,11,3,1,3,40,resist,2,414,6,15392,2,3025,34,0062.jpg,0062.jpg,2,TrialProc,TrialList,42,resist,resist,11,3,51,11
SRS_1,1092,5,4,11,3,1,3,40,resist,4,359,4,7930,4,4396,31,0055.jpg,0055.jpg,2,TrialProc,TrialList,39,resist,resist,12,3,52,12
SRS_1,1092,5,4,11,3,1,3,40,reappraisal,2,1021,5,415,2,366,3,0009.jpg,0009.jpg,1,TrialProc,TrialList,14,reappraisal,reappraisal,13,3,53,13
SRS_1,1092,5,4,11,3,1,3,40,resist,2,519,3,268,2,248,60,0114.jpg,0114.jpg,3,TrialProc,TrialList,59,resist,resist,14,3,54,14
SRS_1,1092,5,4,11,3,1,3,40,reappraisal,7,278,6,1202,7,2121,5,0016.jpg,0016.jpg,1,TrialProc,TrialList,15,reappraisal,reappraisal,15,3,55,15
SRS_1,1092,5,4,11,3,1,3,40,reappraisal,4,844,7,344,3,337,43,0106.jpg,0106.jpg,3,TrialProc,TrialList,27,reappraisal,reappraisal,16,3,56,16
SRS_1,1092,5,4,11,3,1,3,40,reappraisal,6,403,5,490,4,1278,20,0150.jpg,0150.jpg,1,TrialProc,TrialList,8,reappraisal,reappraisal,17,3,57,17
SRS_1,1092,5,4,11,3,1,3,40,reappraisal,7,370,6,399,7,647,24,0400.jpg,0400.jpg,2,TrialProc,TrialList,5,reappraisal,reappraisal,18,3,58,18
SRS_1,1092,5,4,11,3,1,3,40,resist,6,413,5,3556,6,1093,56,0293.jpg,0293.jpg,3,TrialProc,TrialList,46,resist,resist,19,3,59,19
SRS_1,1092,5,4,11,3,1,3,40,reappraisal,4,321,5,328,3,442,45,0111.jpg,0111.jpg,3,TrialProc,TrialList,9,reappraisal,reappraisal,20,3,60,20
SRS_1,305,4,4,9,1,1,1,0,resist,3,11029,4,7756,4,1206,59,0465.jpg,0465.jpg,3,TrialProc,TrialList,34,resist,resist,1,1,1,1
SRS_1,305,4,4,9,1,1,1,0,resist,1,2325,3,9717,3,792,3,0009.jpg,0009.jpg,1,TrialProc,TrialList,49,resist,resist,2,1,2,2
SRS_1,305,4,4,9,1,1,1,0,reappraisal,2,1696,5,4751,3,2256,6,0027.jpg,0027.jpg,1,TrialProc,TrialList,22,reappraisal,reappraisal,3,1,3,3
SRS_1,305,4,4,9,1,1,1,0,resist,3,2758,3,5391,3,5559,27,0183.jpg,0183.jpg,2,TrialProc,TrialList,46,resist,resist,4,1,4,4
SRS_1,305,4,4,9,1,1,1,0,reappraisal,5,3377,5,4901,4,7217,24,0400.jpg,0400.jpg,2,TrialProc,TrialList,8,reappraisal,reappraisal,5,1,5,5
SRS_1,305,4,4,9,1,1,1,0,resist,3,2840,3,5852,3,7610,57,0357.jpg,0357.jpg,3,TrialProc,TrialList,37,resist,resist,6,1,6,6
SRS_1,305,4,4,9,1,1,1,0,reappraisal,2,1554,2,7605,3,6397,14,0117.jpg,0117.jpg,1,TrialProc,TrialList,27,reappraisal,reappraisal,7,1,7,7
SRS_1,305,4,4,9,1,1,1,0,resist,7,3901,3,4166,5,5431,5,0016.jpg,0016.jpg,1,TrialProc,TrialList,50,resist,resist,8,1,8,8
SRS_1,305,4,4,9,1,1,1,0,resist,6,2646,3,3304,5,4619,33,0060.jpg,0060.jpg,2,TrialProc,TrialList,52,resist,resist,9,1,9,9
SRS_1,305,4,4,9,1,1,1,0,resist,2,1242,3,6295,3,2339,11,0021.jpg,0021.jpg,1,TrialProc,TrialList,57,resist,resist,10,1,10,10
SRS_1,305,4,4,9,1,1,1,0,resist,4,1788,3,1920,3,1443,13,0094.jpg,0094.jpg,1,TrialProc,TrialList,53,resist,resist,11,1,11,11
SRS_1,305,4,4,9,1,1,1,0,reappraisal,4,2425,6,4369,5,4250,48,0166.jpg,0166.jpg,3,TrialProc,TrialList,16,reappraisal,reappraisal,12,1,12,12
SRS_1,305,4,4,9,1,1,1,0,resist,2,1504,3,3750,3,8360,35,0074.jpg,0074.jpg,2,TrialProc,TrialList,44,resist,resist,13,1,13,13
SRS_1,305,4,4,9,1,1,1,0,reappraisal,6,1026,6,7659,5,2969,45,0111.jpg,0111.jpg,3,TrialProc,TrialList,20,reappraisal,reappraisal,14,1,14,14
SRS_1,305,4,4,9,1,1,1,0,reappraisal,6,1418,6,1728,5,2290,1,0006.jpg,0006.jpg,1,TrialProc,TrialList,21,reappraisal,reappraisal,15,1,15,15
SRS_1,305,4,4,9,1,1,1,0,resist,2,646,3,3629,3,956,43,0106.jpg,0106.jpg,3,TrialProc,TrialList,32,resist,resist,16,1,16,16
SRS_1,305,4,4,9,1,1,1,0,reappraisal,5,1181,6,5153,5,2002,54,0173.jpg,0173.jpg,3,TrialProc,TrialList,28,reappraisal,reappraisal,17,1,17,17
SRS_1,305,4,4,9,1,1,1,0,reappraisal,3,362,6,2575,3,2296,30,0049.jpg,0049.jpg,2,TrialProc,TrialList,29,reappraisal,reappraisal,18,1,18,18
SRS_1,305,4,4,9,1,1,1,0,resist,2,459,2,4614,2,501,19,0148.jpg,0148.jpg,1,TrialProc,TrialList,33,resist,resist,19,1,19,19
SRS_1,305,4,4,9,1,1,1,0,reappraisal,5,449,6,1166,5,2495,46,0120.jpg,0120.jpg,3,TrialProc,TrialList,23,reappraisal,reappraisal,20,1,20,20
SRS_1,305,4,4,10,2,1,2,20,reappraisal,5,1642,6,2661,5,1282,60,0114.jpg,0114.jpg,3,TrialProc,TrialList,14,reappraisal,reappraisal,1,2,21,1
SRS_1,305,4,4,10,2,1,2,20,reappraisal,5,391,6,482,5,686,10,0048.jpg,0048.jpg,1,TrialProc,TrialList,9,reappraisal,reappraisal,2,2,22,2
SRS_1,305,4,4,10,2,1,2,20,resist,3,682,3,2834,3,2657,17,0128.jpg,0128.jpg,1,TrialProc,TrialList,43,resist,resist,3,2,23,3
SRS_1,305,4,4,10,2,1,2,20,reappraisal,2,1238,5,2424,3,5391,22,0155.jpg,0155.jpg,2,TrialProc,TrialList,26,reappraisal,reappraisal,4,2,24,4
SRS_1,305,4,4,10,2,1,2,20,reappraisal,5,263,5,2509,4,2752,15,0121.jpg,0121.jpg,1,TrialProc,TrialList,7,reappraisal,reappraisal,5,2,25,5
SRS_1,305,4,4,10,2,1,2,20,resist,5,1610,3,5797,3,2149,47,0132.jpg,0132.jpg,3,TrialProc,TrialList,51,resist,resist,6,2,26,6
SRS_1,305,4,4,10,2,1,2,20,reappraisal,4,239,6,2862,3,3203,50,0331.jpg,0331.jpg,3,TrialProc,TrialList,12,reappraisal,reappraisal,7,2,27,7
SRS_1,305,4,4,10,2,1,2,20,reappraisal,6,1099,6,3385,5,6785,49,0292.jpg,0292.jpg,3,TrialProc,TrialList,17,reappraisal,reappraisal,8,2,28,8
SRS_1,305,4,4,10,2,1,2,20,resist,6,994,3,3291,3,5191,52,0164.jpg,0164.jpg,3,TrialProc,TrialList,48,resist,resist,9,2,29,9
SRS_1,305,4,4,10,2,1,2,20,resist,7,376,3,4643,4,4361,51,0163.jpg,0163.jpg,3,TrialProc,TrialList,42,resist,resist,10,2,30,10
SRS_1,305,4,4,10,2,1,2,20,reappraisal,5,1010,6,6037,4,4484,34,0062.jpg,0062.jpg,2,TrialProc,TrialList,24,reappraisal,reappraisal,11,2,31,11
